example_id,capability,split,kind,source_capability,topic,difficulty,prompt,reference
frontend-heldout-control-212,frontend,heldout,control,original_mixed_control,frontend_original,mixed,"Which algorithm finds shortest paths even with negative edges, provided no reachable negative cycle exists?",Bellman-Ford
frontend-heldout-control-213,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which data structure efficiently supports union and find operations for disjoint sets?,union-find
frontend-heldout-control-214,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which heap operation removes and returns the minimum element from a min-heap?,extract-min
frontend-heldout-control-215,frontend,heldout,control,original_mixed_control,frontend_original,mixed,What is merge sort's worst-case time complexity?,O(n log n)
frontend-heldout-control-216,frontend,heldout,control,original_mixed_control,frontend_original,mixed,What is insertion sort's worst-case time complexity?,O(n^2)
frontend-heldout-control-217,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which traversal of a binary search tree visits keys in sorted order?,in-order traversal
frontend-heldout-control-218,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which graph representation stores a list of neighbors for each vertex?,adjacency list
frontend-heldout-control-219,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which algorithmic technique solves overlapping subproblems and reuses their results?,dynamic programming
frontend-heldout-control-220,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which SQL command removes rows while preserving the table?,DELETE
frontend-heldout-control-221,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which SQL command removes a table definition and its data?,DROP TABLE
frontend-heldout-control-222,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which SQL keyword creates an index?,CREATE INDEX
frontend-heldout-control-223,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which SQL constraint uniquely identifies each table row?,PRIMARY KEY
frontend-heldout-control-224,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which SQL constraint references a key in another table?,FOREIGN KEY
frontend-heldout-control-225,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which transaction property means operations appear indivisible?,atomicity
frontend-heldout-control-226,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which transaction isolation anomaly allows reading uncommitted changes?,dirty read
frontend-heldout-control-227,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which SQL operator combines compatible result sets and removes duplicates by default?,UNION
frontend-heldout-control-228,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which SQL operator tests whether a subquery returns any rows?,EXISTS
frontend-heldout-control-229,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which SQL expression substitutes a fallback for NULL values in standard SQL?,COALESCE
frontend-heldout-control-230,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which OS scheduling unit shares a process address space with sibling execution units?,thread
frontend-heldout-control-231,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which CPU cache is typically closest to an individual core?,L1 cache
frontend-heldout-control-232,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which virtual-memory structure maps virtual pages to physical frames?,page table
frontend-heldout-control-233,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which condition occurs when two or more threads wait forever for resources held by each other?,deadlock
frontend-heldout-control-234,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which synchronization primitive maintains a count of available permits?,semaphore
frontend-heldout-control-235,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which networking layer protocol routes packets between IP networks?,IP
frontend-heldout-control-236,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which protocol maps IPv4 addresses to local link-layer addresses?,ARP
frontend-heldout-control-237,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which HTTP status code means Not Found?,404
frontend-heldout-control-238,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which HTTP status code means Unauthorized?,401
frontend-heldout-control-239,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which HTTP status code means Forbidden?,403
frontend-heldout-control-240,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which Java collection maps keys to values?,Map
frontend-heldout-control-241,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which Java collection interface represents an ordered sequence?,List
frontend-heldout-control-242,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which C++ container provides contiguous dynamic-array storage?,std::vector
frontend-heldout-control-243,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which C++ standard container stores unique ordered keys by default?,std::set
frontend-heldout-control-244,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which Rust ownership operation creates a deep copy when Clone is implemented?,clone()
frontend-heldout-control-245,frontend,heldout,control,original_mixed_control,frontend_original,mixed,Which Git command shows differences in the working tree?,git diff
